order_id,side,symbol,price,qty
0,ASK,GOOGL,148.25,5
1,ASK,GOOGL,154.52,2
2,BID,GOOGL,146.42,2
3,ASK,GOOGL,152.42,5
4,BID,GOOGL,150.41,2
5,ASK,GOOGL,148.69,1
6,ASK,GOOGL,150.42,5
7,BID,GOOGL,149.93,1
8,BID,GOOGL,146.16,3
9,BID,GOOGL,147.67,3
10,BID,GOOGL,149.1,5
11,ASK,GOOGL,154.51,5
12,ASK,GOOGL,151.42,5
13,ASK,GOOGL,151.9,5
14,ASK,GOOGL,149.08,2
15,BID,GOOGL,150.52,5
16,ASK,GOOGL,154.03,5
17,BID,GOOGL,151.82,1
18,BID,GOOGL,148.06,4
19,ASK,GOOGL,151.05,1
20,ASK,GOOGL,153.89,5
21,ASK,GOOGL,150.08,5
22,BID,GOOGL,147.27,2
23,ASK,GOOGL,149.37,2
24,ASK,GOOGL,152.78,1
25,ASK,GOOGL,154.3,4
26,ASK,GOOGL,153.8,2
27,ASK,GOOGL,152.18,4
28,ASK,GOOGL,154.8,1
29,ASK,GOOGL,149.92,4
30,ASK,GOOGL,154.65,5
31,BID,GOOGL,145.57,3
32,BID,GOOGL,147.48,5
33,ASK,GOOGL,154.34,2
34,BID,GOOGL,151.01,1
35,BID,GOOGL,150.24,4
36,BID,GOOGL,150.83,5
37,ASK,GOOGL,153.56,3
38,ASK,GOOGL,150.37,1
39,ASK,GOOGL,151.92,4
40,ASK,GOOGL,150.53,2
41,BID,GOOGL,145.51,5
42,BID,GOOGL,151.32,1
43,BID,GOOGL,145.63,2
44,ASK,GOOGL,152.21,5
45,ASK,GOOGL,152.11,4
46,ASK,GOOGL,154.69,3
47,BID,GOOGL,146.36,1
48,BID,GOOGL,151.22,2
49,BID,GOOGL,151.5,1
50,BID,GOOGL,145.69,4
51,BID,GOOGL,148.69,3
52,ASK,GOOGL,148.16,1
53,BID,GOOGL,146.95,1
54,BID,GOOGL,145.67,2
55,BID,GOOGL,150.14,1
56,ASK,GOOGL,151.05,2
57,ASK,GOOGL,151.35,5
58,ASK,GOOGL,153.3,2
59,BID,GOOGL,147.2,5
60,BID,GOOGL,151.31,4
61,BID,GOOGL,147.12,3
62,BID,GOOGL,147.07,3
63,ASK,GOOGL,150.68,1
64,ASK,GOOGL,151.11,5
65,ASK,GOOGL,150.3,2
66,BID,GOOGL,148.06,5
67,ASK,GOOGL,152.98,4
68,BID,GOOGL,148.04,2
69,ASK,GOOGL,154.95,1
70,BID,GOOGL,147.38,5
71,ASK,GOOGL,148.88,4
72,BID,GOOGL,148.71,3
73,BID,GOOGL,150.79,5
74,ASK,GOOGL,152.34,4
75,BID,GOOGL,150.79,5
76,ASK,GOOGL,152.88,4
77,ASK,GOOGL,149.77,1
78,BID,GOOGL,151.11,4
79,ASK,GOOGL,152.99,5
80,ASK,GOOGL,152.64,2
81,ASK,GOOGL,152.18,2
82,BID,GOOGL,151.26,1
83,BID,GOOGL,151.36,5
84,ASK,GOOGL,150.08,5
85,BID,GOOGL,145.86,4
86,ASK,GOOGL,151.69,4
87,BID,GOOGL,147.33,4
88,BID,GOOGL,146.81,5
89,BID,GOOGL,147.44,4
90,BID,GOOGL,145.24,1
91,BID,GOOGL,145.29,1
92,ASK,GOOGL,152.84,2
93,ASK,GOOGL,153.71,4
94,ASK,GOOGL,148.19,2
95,ASK,GOOGL,152.15,5
96,ASK,GOOGL,148.26,1
97,BID,GOOGL,148.43,3
98,BID,GOOGL,146.74,4
99,ASK,GOOGL,150.24,4
100,BID,GOOGL,148.08,5
101,ASK,GOOGL,148.91,5
102,ASK,GOOGL,153.19,3
103,BID,GOOGL,150.06,2
104,BID,GOOGL,147.16,3
105,BID,GOOGL,147.51,1
106,BID,GOOGL,145.05,5
107,BID,GOOGL,148.11,1
108,BID,GOOGL,148.6,2
109,ASK,GOOGL,151.68,3
110,BID,GOOGL,148.35,5
111,ASK,GOOGL,152.48,1
112,BID,GOOGL,149.91,2
113,ASK,GOOGL,154.44,5
114,ASK,GOOGL,151.62,1
115,BID,GOOGL,150.2,3
116,BID,GOOGL,150.96,3
117,BID,GOOGL,148.5,1
118,BID,GOOGL,149.8,1
119,BID,GOOGL,145.56,2
120,ASK,GOOGL,153.36,2
121,ASK,GOOGL,153.37,1
122,BID,GOOGL,146.59,4
123,BID,GOOGL,147.24,2
124,BID,GOOGL,145.84,3
125,BID,GOOGL,148.0,3
126,ASK,GOOGL,151.48,5
127,BID,GOOGL,147.75,2
128,ASK,GOOGL,150.6,2
129,BID,GOOGL,145.04,2
130,BID,GOOGL,150.43,5
131,ASK,GOOGL,153.1,1
132,ASK,GOOGL,151.53,5
133,BID,GOOGL,147.46,1
134,BID,GOOGL,145.97,4
135,BID,GOOGL,146.07,5
136,BID,GOOGL,151.78,1
137,ASK,GOOGL,153.01,3
138,BID,GOOGL,150.46,1
139,ASK,GOOGL,151.34,4
140,ASK,GOOGL,150.43,4
141,BID,GOOGL,151.47,3
142,ASK,GOOGL,149.15,5
143,ASK,GOOGL,150.0,4
144,ASK,GOOGL,151.05,1
145,BID,GOOGL,145.43,2
146,ASK,GOOGL,154.52,4
147,ASK,GOOGL,150.58,1
148,ASK,GOOGL,148.3,2
149,BID,GOOGL,150.11,4
150,ASK,GOOGL,153.94,4
151,ASK,GOOGL,152.92,3
152,ASK,GOOGL,152.34,1
153,BID,GOOGL,151.17,2
154,BID,GOOGL,148.05,4
155,ASK,GOOGL,151.46,1
156,ASK,GOOGL,154.67,2
157,BID,GOOGL,145.43,2
158,ASK,GOOGL,154.69,4
159,BID,GOOGL,151.92,3
160,BID,GOOGL,145.75,3
161,ASK,GOOGL,153.73,5
162,BID,GOOGL,147.55,2
163,BID,GOOGL,148.22,5
164,BID,GOOGL,146.88,1
165,BID,GOOGL,151.13,1
166,ASK,GOOGL,153.03,1
167,BID,GOOGL,148.42,2
168,ASK,GOOGL,152.94,3
169,ASK,GOOGL,150.0,3
170,BID,GOOGL,151.5,3
171,BID,GOOGL,148.98,4
172,ASK,GOOGL,150.74,4
173,BID,GOOGL,148.8,5
174,ASK,GOOGL,151.01,5
175,ASK,GOOGL,152.09,4
176,ASK,GOOGL,150.79,3
177,BID,GOOGL,146.62,2
178,ASK,GOOGL,148.45,5
179,BID,GOOGL,150.06,1
180,ASK,GOOGL,152.0,1
181,BID,GOOGL,149.2,3
182,ASK,GOOGL,154.25,1
183,ASK,GOOGL,150.46,2
184,ASK,GOOGL,150.54,4
185,BID,GOOGL,148.62,3
186,ASK,GOOGL,149.54,5
187,BID,GOOGL,149.06,2
188,BID,GOOGL,145.78,3
189,BID,GOOGL,145.18,2
190,BID,GOOGL,148.52,5
191,BID,GOOGL,148.98,5
192,BID,GOOGL,146.99,5
193,ASK,GOOGL,150.2,4
194,BID,GOOGL,149.6,3
195,ASK,GOOGL,149.77,1
196,ASK,GOOGL,153.55,3
197,ASK,GOOGL,149.21,4
198,ASK,GOOGL,153.04,1
199,ASK,GOOGL,149.37,3
200,ASK,GOOGL,150.41,4
201,BID,GOOGL,151.7,2
202,ASK,GOOGL,150.05,1
203,ASK,GOOGL,150.32,5
204,ASK,GOOGL,151.33,4
205,ASK,GOOGL,151.08,1
206,ASK,GOOGL,148.95,5
207,ASK,GOOGL,152.55,5
208,BID,GOOGL,146.83,4
209,ASK,GOOGL,151.81,2
210,BID,GOOGL,145.67,4
211,BID,GOOGL,148.39,1
212,ASK,GOOGL,149.6,2
213,ASK,GOOGL,149.04,1
214,ASK,GOOGL,149.19,2
215,BID,GOOGL,151.91,3
216,ASK,GOOGL,149.73,5
217,ASK,GOOGL,151.18,2
218,ASK,GOOGL,151.36,5
219,ASK,GOOGL,149.35,2
220,BID,GOOGL,147.44,3
221,ASK,GOOGL,150.7,5
222,ASK,GOOGL,150.2,1
223,ASK,GOOGL,151.43,2
224,ASK,GOOGL,149.18,1
225,BID,GOOGL,146.89,5
226,ASK,GOOGL,151.78,1
227,BID,GOOGL,146.83,3
228,ASK,GOOGL,148.84,3
229,ASK,GOOGL,150.65,2
230,BID,GOOGL,147.81,5
231,ASK,GOOGL,150.96,1
232,ASK,GOOGL,148.03,4
233,ASK,GOOGL,150.09,4
234,ASK,GOOGL,150.31,1
235,ASK,GOOGL,152.72,3
236,BID,GOOGL,145.96,1
237,BID,GOOGL,147.44,2
238,ASK,GOOGL,148.11,3
239,BID,GOOGL,145.45,2
240,BID,GOOGL,148.11,2
241,BID,GOOGL,151.84,2
242,BID,GOOGL,146.69,2
243,BID,GOOGL,151.85,2
244,ASK,GOOGL,152.2,3
245,ASK,GOOGL,149.41,2
246,ASK,GOOGL,154.64,5
247,BID,GOOGL,146.95,5
248,ASK,GOOGL,148.35,2
249,ASK,GOOGL,149.31,2
250,ASK,GOOGL,154.14,1
251,BID,GOOGL,151.8,4
252,ASK,GOOGL,152.97,1
253,BID,GOOGL,145.31,4
254,BID,GOOGL,148.8,5
255,ASK,GOOGL,153.23,4
256,ASK,GOOGL,152.9,5
257,BID,GOOGL,146.75,2
258,ASK,GOOGL,154.28,1
259,BID,GOOGL,151.98,5
260,BID,GOOGL,149.21,1
261,ASK,GOOGL,151.33,4
262,BID,GOOGL,145.58,4
263,BID,GOOGL,149.45,1
264,BID,GOOGL,146.89,4
265,ASK,GOOGL,149.21,1
266,ASK,GOOGL,154.09,3
267,ASK,GOOGL,152.68,5
268,ASK,GOOGL,150.29,2
269,ASK,GOOGL,151.46,2
270,ASK,GOOGL,150.82,2
271,ASK,GOOGL,148.38,1
272,BID,GOOGL,150.45,2
273,ASK,GOOGL,153.43,4
274,BID,GOOGL,149.09,2
275,ASK,GOOGL,149.06,4
276,ASK,GOOGL,148.81,3
277,ASK,GOOGL,148.36,5
278,ASK,GOOGL,150.51,3
279,BID,GOOGL,148.57,1
280,BID,GOOGL,147.13,5
281,BID,GOOGL,146.19,2
282,ASK,GOOGL,149.1,1
283,ASK,GOOGL,152.87,4
284,ASK,GOOGL,153.36,3
285,BID,GOOGL,147.18,4
286,ASK,GOOGL,154.34,3
287,BID,GOOGL,147.63,3
288,ASK,GOOGL,153.9,4
289,ASK,GOOGL,153.24,2
290,BID,GOOGL,146.83,1
291,BID,GOOGL,147.85,2
292,BID,GOOGL,145.9,4
293,BID,GOOGL,147.24,5
294,BID,GOOGL,147.35,2
295,ASK,GOOGL,148.61,2
296,ASK,GOOGL,153.11,2
297,BID,GOOGL,150.57,1
298,BID,GOOGL,147.0,4
299,ASK,GOOGL,151.57,5
300,BID,GOOGL,148.81,3
301,ASK,GOOGL,151.84,3
302,ASK,GOOGL,151.71,3
303,ASK,GOOGL,149.87,3
304,ASK,GOOGL,152.13,2
305,BID,GOOGL,151.32,2
306,ASK,GOOGL,150.96,2
307,ASK,GOOGL,153.18,4
308,ASK,GOOGL,152.38,4
309,ASK,GOOGL,150.5,3
310,ASK,GOOGL,150.23,5
311,BID,GOOGL,148.86,5
312,ASK,GOOGL,151.4,1
313,BID,GOOGL,151.3,2
314,BID,GOOGL,149.08,5
315,BID,GOOGL,151.8,3
316,BID,GOOGL,145.71,2
317,ASK,GOOGL,151.16,3
318,BID,GOOGL,150.74,2
319,ASK,GOOGL,151.06,3
320,ASK,GOOGL,154.76,5
321,ASK,GOOGL,148.91,5
322,ASK,GOOGL,150.78,4
323,ASK,GOOGL,153.33,5
324,BID,GOOGL,145.1,1
325,ASK,GOOGL,149.21,2
326,BID,GOOGL,147.05,3
327,ASK,GOOGL,150.91,1
328,ASK,GOOGL,153.84,4
329,BID,GOOGL,148.48,3
330,BID,GOOGL,148.37,5
331,BID,GOOGL,146.08,2
332,BID,GOOGL,147.1,1
333,BID,GOOGL,147.44,4
334,BID,GOOGL,145.7,4
335,ASK,GOOGL,148.59,5
336,ASK,GOOGL,151.71,2
337,BID,GOOGL,148.77,2
338,BID,GOOGL,145.49,5
339,ASK,GOOGL,148.58,1
340,ASK,GOOGL,148.73,3
341,ASK,GOOGL,152.2,4
342,ASK,GOOGL,149.64,4
343,ASK,GOOGL,150.36,2
344,ASK,GOOGL,148.18,1
345,ASK,GOOGL,148.51,4
346,ASK,GOOGL,152.37,1
347,BID,GOOGL,148.26,2
348,ASK,GOOGL,152.96,3
349,ASK,GOOGL,149.24,1
350,BID,GOOGL,151.64,5
351,BID,GOOGL,146.19,1
352,BID,GOOGL,146.68,1
353,ASK,GOOGL,151.56,1
354,ASK,GOOGL,150.1,5
355,BID,GOOGL,148.6,5
356,ASK,GOOGL,152.13,1
357,BID,GOOGL,148.03,4
358,ASK,GOOGL,149.43,4
359,BID,GOOGL,150.99,3
360,ASK,GOOGL,154.2,5
361,BID,GOOGL,150.16,5
362,ASK,GOOGL,148.16,2
363,BID,GOOGL,145.34,2
364,BID,GOOGL,145.23,3
365,ASK,GOOGL,153.36,2
366,BID,GOOGL,151.91,4
367,BID,GOOGL,148.3,2
368,ASK,GOOGL,151.85,1
369,ASK,GOOGL,150.39,3
370,BID,GOOGL,149.82,4
371,BID,GOOGL,150.31,5
372,BID,GOOGL,149.7,1
373,BID,GOOGL,145.4,1
374,BID,GOOGL,146.67,2
375,BID,GOOGL,148.8,1
376,BID,GOOGL,151.4,3
377,BID,GOOGL,150.17,5
378,ASK,GOOGL,149.6,5
379,BID,GOOGL,150.2,4
380,BID,GOOGL,145.85,5
381,BID,GOOGL,145.12,3
382,ASK,GOOGL,148.66,1
383,ASK,GOOGL,149.84,1
384,ASK,GOOGL,151.46,2
385,ASK,GOOGL,149.25,5
386,ASK,GOOGL,149.42,2
387,ASK,GOOGL,154.24,2
388,BID,GOOGL,149.19,5
389,BID,GOOGL,149.54,2
390,ASK,GOOGL,148.26,5
391,ASK,GOOGL,150.15,4
392,BID,GOOGL,146.57,4
393,ASK,GOOGL,149.33,2
394,BID,GOOGL,150.42,1
395,BID,GOOGL,145.96,4
396,ASK,GOOGL,150.06,4
397,BID,GOOGL,150.32,5
398,BID,GOOGL,145.3,5
399,BID,GOOGL,148.44,5
400,ASK,GOOGL,151.23,5
401,ASK,GOOGL,150.19,3
402,ASK,GOOGL,148.71,2
403,ASK,GOOGL,152.4,1
404,ASK,GOOGL,153.42,3
405,ASK,GOOGL,154.34,4
406,BID,GOOGL,145.81,1
407,BID,GOOGL,146.19,1
408,BID,GOOGL,150.61,4
409,ASK,GOOGL,151.33,1
410,BID,GOOGL,150.56,2
411,ASK,GOOGL,148.54,3
412,BID,GOOGL,147.86,5
413,ASK,GOOGL,149.83,2
414,BID,GOOGL,149.49,1
415,ASK,GOOGL,153.78,4
416,ASK,GOOGL,151.29,3
417,ASK,GOOGL,154.16,3
418,ASK,GOOGL,153.81,1
419,ASK,GOOGL,151.26,5
420,BID,GOOGL,149.66,3
421,ASK,GOOGL,150.86,5
422,ASK,GOOGL,148.08,1
423,BID,GOOGL,149.62,1
424,BID,GOOGL,149.5,5
425,ASK,GOOGL,148.98,5
426,BID,GOOGL,149.96,4
427,ASK,GOOGL,148.49,1
428,ASK,GOOGL,150.64,1
429,ASK,GOOGL,148.87,4
430,BID,GOOGL,150.85,1
431,BID,GOOGL,151.44,5
432,ASK,GOOGL,151.62,4
433,BID,GOOGL,148.09,1
434,ASK,GOOGL,154.18,4
435,BID,GOOGL,151.01,3
436,BID,GOOGL,146.23,1
437,ASK,GOOGL,150.14,4
438,ASK,GOOGL,149.68,4
439,ASK,GOOGL,154.43,1
440,BID,GOOGL,147.42,3
441,BID,GOOGL,150.44,5
442,ASK,GOOGL,148.24,4
443,BID,GOOGL,151.81,3
444,ASK,GOOGL,154.38,2
445,BID,GOOGL,150.85,3
446,ASK,GOOGL,151.76,4
447,BID,GOOGL,151.77,2
448,BID,GOOGL,151.1,3
449,ASK,GOOGL,153.78,1
450,BID,GOOGL,150.59,2
451,BID,GOOGL,151.55,2
452,BID,GOOGL,148.49,3
453,BID,GOOGL,150.19,2
454,ASK,GOOGL,150.64,2
455,ASK,GOOGL,150.44,5
456,BID,GOOGL,147.28,5
457,BID,GOOGL,145.21,3
458,ASK,GOOGL,154.37,5
459,ASK,GOOGL,151.41,4
460,ASK,GOOGL,152.32,1
461,BID,GOOGL,149.06,1
462,ASK,GOOGL,154.19,2
463,BID,GOOGL,151.14,2
464,BID,GOOGL,149.46,5
465,BID,GOOGL,147.13,1
466,BID,GOOGL,148.83,4
467,ASK,GOOGL,149.06,2
468,ASK,GOOGL,153.94,1
469,BID,GOOGL,148.68,1
470,BID,GOOGL,148.26,5
471,ASK,GOOGL,151.92,3
472,BID,GOOGL,149.22,3
473,BID,GOOGL,149.37,1
474,BID,GOOGL,148.21,1
475,BID,GOOGL,148.31,5
476,BID,GOOGL,150.44,3
477,ASK,GOOGL,150.08,4
478,BID,GOOGL,150.83,3
479,ASK,GOOGL,151.49,2
480,ASK,GOOGL,154.1,5
481,ASK,GOOGL,148.75,3
482,BID,GOOGL,148.61,1
483,ASK,GOOGL,153.23,1
484,BID,GOOGL,147.72,2
485,ASK,GOOGL,152.97,5
486,BID,GOOGL,145.83,2
487,BID,GOOGL,151.65,4
488,BID,GOOGL,145.78,2
489,ASK,GOOGL,153.55,2
490,ASK,GOOGL,150.28,2
491,ASK,GOOGL,150.16,4
492,ASK,GOOGL,154.84,4
493,ASK,GOOGL,154.98,3
494,ASK,GOOGL,154.13,1
495,BID,GOOGL,146.56,4
496,BID,GOOGL,145.03,1
497,ASK,GOOGL,148.15,4
498,BID,GOOGL,148.86,3
499,BID,GOOGL,146.23,3
500,BID,GOOGL,145.92,1
501,ASK,GOOGL,150.3,2
502,ASK,GOOGL,150.31,3
503,BID,GOOGL,150.78,4
504,ASK,GOOGL,154.17,4
505,ASK,GOOGL,149.57,1
506,BID,GOOGL,145.06,2
507,ASK,GOOGL,154.19,1
508,BID,GOOGL,150.03,2
509,BID,GOOGL,148.33,1
510,BID,GOOGL,151.64,4
511,ASK,GOOGL,149.15,2
512,ASK,GOOGL,151.14,4
513,ASK,GOOGL,152.99,4
514,BID,GOOGL,147.01,2
515,ASK,GOOGL,150.26,5
516,BID,GOOGL,151.91,4
517,ASK,GOOGL,153.91,2
518,BID,GOOGL,150.36,3
519,ASK,GOOGL,151.96,5
520,BID,GOOGL,150.12,2
521,BID,GOOGL,146.03,3
522,ASK,GOOGL,151.08,2
523,BID,GOOGL,151.18,3
524,BID,GOOGL,148.88,2
525,ASK,GOOGL,151.64,4
526,ASK,GOOGL,150.13,2
527,ASK,GOOGL,150.33,3
528,ASK,GOOGL,149.86,4
